# U/t, beta*G(beta/2)
0.0 0.987194479
0.4 0.986129045
0.7 0.983897448
1.0 0.980356634
1.4 0.973368287
1.8 0.963331163
2.2 0.949467123
2.6 0.930550396
3.0 0.904624164
3.4 0.868459344
3.8 0.816347897
4.2 0.736601353
4.6 0.594086051
4.7 0.532727838
4.8 0.436253548
4.9 0.17195642
5.0 0.0873827934
5.1 0.0563719869
5.2 0.0389203429
5.3 0.0277763605
5.4 0.0202149153
5.5 0.0149017572
5.6 0.0110843778
5.7 0.00829935074
5.9 0.0047186017
6.1 0.00271767378
6.3 0.00157922506
