# U/t, beta*G(beta/2)
0.0 0.9894964992
0.4 0.9886057973
0.7 0.9867417813
1.0 0.983785451
1.4 0.9779583517
1.8 0.9696007673
2.2 0.9580717982
2.6 0.9423528906
3.0 0.9208088516
3.4 0.890740037
3.8 0.8474510011
4.2 0.7818406519
4.6 0.6707595884
4.7 0.6279422941
4.8 0.5716530083
4.9 0.4837718303
5.0 0.09122237564
5.2 0.03369915483
5.1 0.05186724664
5.3 0.02299892903
5.4 0.01611164214
5.5 0.01147094366
5.6 0.008256942034
5.7 0.005990356207
5.9 0.003205478188
6.1 0.001741409307
6.3 0.0009556114678
