# U/t, beta*G(beta/2)
0.0 0.9980164475
0.4 0.9978376325
0.7 0.997465105
1.0 0.9968794875
1.4 0.995740295
1.8 0.99413991
2.2 0.9919889275
2.6 0.989144295
3.0 0.98536536
3.4 0.9802334
3.8 0.972973555
4.2 0.9620428075
4.6 0.9441398075
5.0 0.9117372325
5.2 0.88519752
5.3 0.86780265
5.4 0.8467316625
5.5 0.82101524
5.7 0.74963197
5.8 0.6983913475
5.9 0.6267137825
6.0 1.0430812825e-05
6.1 5.215406425e-06
6.3 1.49011612e-06
6.5 -0.0
