# U/t, beta*G(beta/2)
0.0 0.99950582
0.4 0.999461115
0.7 0.999367235
1.0 0.999221205
1.4 0.998936595
1.8 0.998540225
2.2 0.99801272
2.6 0.99732429
3.0 0.99642426
3.4 0.995232165
3.8 0.993596015
4.2 0.991228225
4.6 0.987502935
5.0 0.980839135
5.2 0.97517967
5.3 0.97129792
5.4 0.966380535
5.5 0.9600386
5.6 0.951708855
5.7 0.940570235
5.8 0.925415755
5.9 0.904482605
6.0 0.87519586
6.1 0.83386898
6.2 0.775286555
6.3 0.69193691
6.4 0.56884736
6.5 -0.0
6.6 -0.0
6.7 -0.0
6.8 -0.0
7.0 -0.0
